"Date/Time (PST)","Barometric Pressure  (mb) ","Battery Voltage  (v) ","Precipitation  ("") ","Relative Humidity  (%) ","Total Snow Depth  ("") ","24 Hour Snow  ("") ","Solar Radiation  (W/m2) ","Temperature  (deg F) "
"2016-10-17 15:00:00",1009.392,12.65,0.09,96.3,2.171,0.564,,42.42
"2016-10-17 14:00:00",1008.83,12.65,0.13,95.8,4.338,0.566,,42.6
"2016-10-17 13:00:00",1007.751,12.67,0.12,94.1,2.183,0.567,,42.66
"2016-10-17 12:00:00",1007.128,12.69,0.13,95.9,17.01,0.564,,43.1
"2016-10-17 11:00:00",1006.374,12.66,0.09,96.5,16.87,0.564,,42.17
"2016-10-17 10:00:00",1005.491,12.65,0.07,95.7,17.68,0.362,,41.74
"2016-10-17 09:00:00",1004.735,12.64,0.04,93.9,17.41,60.51,,40.88
"2016-10-17 08:00:00",1003.853,12.64,0.01,96.5,4.193,60.1,,40.75
"2016-10-17 07:00:00",1002.844,12.63,0.03,95.6,2.44,60.24,,39.95
"2016-10-17 06:00:00",1001.71,12.63,0.01,97.2,16.6,56.66,,39.52
"2016-10-17 05:00:00",1000.701,12.63,0.09,97,17.14,61.99,,39.27
"2016-10-17 04:00:00",1000.071,12.63,0.1,96.9,16.46,57.81,,39.34
"2016-10-17 03:00:00",999.441,12.63,0.07,97,16.4,59.83,,39.34
"2016-10-17 02:00:00",998.9368,12.63,0.07,96.8,17,58.21,,39.52
"2016-10-17 01:00:00",998.0544,12.64,0.01,97.1,17.27,58.62,,39.95
"2016-10-17 00:00:00",997.6763,12.64,0.01,96.9,17.07,58.62,,39.71
"2016-10-16 23:00:00",996.7939,12.64,0.01,96.7,6.756,57.27,,39.46
"2016-10-16 22:00:00",996.7939,12.64,0.11,96.2,16.4,59.43,,39.89
"2016-10-16 21:00:00",996.6679,12.64,0.11,94.9,16.4,60.24,,40.14
"2016-10-16 20:00:00",996.0344,12.64,0.03,96.5,4.199,63.07,,42.6
"2016-10-16 19:00:00",996.28,12.65,0.03,96.3,2.984,65.97,,42.79
"2016-10-16 18:00:00",996.1445,12.66,0.01,95.8,15.88,64.68,,43.58
"2016-10-16 17:00:00",996.246,12.72,0,94.2,2.611,66.44,,44.38
"2016-10-16 16:00:00",997.2484,12.81,0,93.6,0.656,69.2,,45.55
"2016-10-16 15:00:00",997.8786,12.9,0,93.8,0.583,67.99,,46.29
"2016-10-16 14:00:00",998.0046,12.96,0.01,94.1,2.206,66.64,,46.66
"2016-10-16 13:00:00",999.2649,13.09,0,92.4,9.96,65.49,,45.67
"2016-10-16 12:00:00",999.6644,12.93,0,91.1,-165.3,65.9,,44.57
"2016-10-16 11:00:00",1000.197,12.78,0,94.8,2.038,61.04,,42.97
"2016-10-16 10:00:00",1000.323,12.7,0.05,95.8,17.41,58.62,,41.62
"2016-10-16 09:00:00",1000.828,12.65,0.06,96.6,2.845,63.34,,39.83
"2016-10-16 08:00:00",1000.323,12.64,0.02,96.7,17.95,58.08,,39.58
"2016-10-16 07:00:00",999.8192,12.64,0,97,17.41,55.04,,40.01
"2016-10-16 06:00:00",999.8192,12.64,0.01,96.9,17.54,57.07,,39.83
"2016-10-16 05:00:00",999.3149,12.64,0,97.1,17.54,55.52,,39.77
"2016-10-16 04:00:00",999.441,12.64,0.04,97,17.27,57.47,,39.89
"2016-10-16 03:00:00",999.567,12.64,0.01,96.5,17.27,59.97,,40.26
"2016-10-16 02:00:00",999.6931,12.64,0,96.5,17,57.88,,40.14
"2016-10-16 01:00:00",999.3149,12.64,0,96.3,17.81,60.24,,40.38
"2016-10-16 00:00:00",998.7477,12.64,0.05,95.5,17.41,58.62,,41.06
"2016-10-15 23:00:00",998.0544,12.65,0.01,94.9,1.631,62.26,,41.37
"2016-10-15 22:00:00",997.5503,12.65,0.05,94.9,3.249,58.35,,41.56
"2016-10-15 21:00:00",996.2236,12.65,0.13,96.2,3.924,59.63,,41.43
"2016-10-15 20:00:00",995.6501,12.65,0.09,92.6,18.09,61.04,,42.11
"2016-10-15 19:00:00",994.0112,12.64,0.13,97.1,1.647,59.97,,43.9
"2016-10-15 18:00:00",992.9874,12.65,0.02,96.9,-165.2,59.29,,43.95
"2016-10-15 17:00:00",993.239,12.67,0,96.3,4.897,64.41,,44.08
"2016-10-15 16:00:00",993.3586,12.69,0,95.4,1.722,57.34,,44.07
"2016-10-15 15:00:00",993.5029,12.7,0,95.3,3.004,59.69,,44.33
"2016-10-15 14:00:00",994.9625,12.68,0,95.8,2.924,55.99,,43.28
"2016-10-15 13:00:00",996.5386,12.65,0.05,94.9,2.582,55.72,,42.48
"2016-10-15 12:00:00",996.7939,12.67,0,92.1,-165.4,57.67,,43.28
"2016-10-15 11:00:00",998.0544,12.67,0,96.5,4.058,53.02,,41.74
"2016-10-15 10:00:00",999.567,12.66,0,96.9,17,54.77,,40.08
"2016-10-15 09:00:00",1001.332,12.65,0.03,96.8,3.789,50.73,,39.71
"2016-10-15 08:00:00",1002.34,12.65,0.01,96.7,2.305,49.04,,38.72
"2016-10-15 07:00:00",1002.844,12.64,0.01,96.9,16.73,47.76,,38.29
"2016-10-15 06:00:00",1003.853,12.64,0,96.9,17,51,,38.35
"2016-10-15 05:00:00",1004.231,12.64,0.02,96.8,16.46,51.4,,38.23
"2016-10-15 04:00:00",1004.483,12.64,0.01,96.9,5.137,54.03,,38.53
"2016-10-15 03:00:00",1005.113,12.65,0.16,97,17.68,51.94,,39.4
"2016-10-15 02:00:00",1005.491,12.65,0.05,97.1,5.407,52.48,,40.14
"2016-10-15 01:00:00",1005.365,12.65,0.09,97,4.126,55.65,,39.89
"2016-10-15 00:00:00",1004.609,12.65,0.04,97,18.89,54.57,,39.77
"2016-10-14 23:00:00",1004.609,12.65,0.03,96.7,17.81,55.65,,39.71
"2016-10-14 22:00:00",1004.987,12.65,0.12,97.1,17.41,55.92,,40.94
"2016-10-14 21:00:00",1004.735,12.66,0.05,97,16.33,58.62,,40.88
"2016-10-14 20:00:00",1004.105,12.66,0,96.7,17.54,56.86,,41
"2016-10-14 19:00:00",1004.231,12.66,0.02,96.1,16.73,55.72,,41.31
"2016-10-14 18:00:00",1004.105,12.67,0,96.1,2.171,57.88,,41.31
"2016-10-14 17:00:00",1003.85,12.68,0.01,90.4,16.33,60.78,,42.48
"2016-10-14 16:00:00",1003.096,12.7,0.03,92,4.868,60.37,,42.11
"2016-10-14 15:00:00",1002.592,12.69,0.16,94.5,17.27,54.91,,41.25
"2016-10-14 14:00:00",1002.34,12.7,0.21,96.2,18.22,54.3,,40.32
"2016-10-14 13:00:00",1001.584,12.71,0.23,95.9,17.34,54.71,,40.38
"2016-10-14 12:00:00",1000.701,12.72,0.12,96.8,18.08,53.56,,40.94
"2016-10-14 11:00:00",1000.071,12.74,0.04,96.8,18.22,53.7,,41.12
"2016-10-14 10:00:00",1000.197,12.73,0.06,96.6,19.3,49.65,,40.94
"2016-10-14 09:00:00",999.3149,12.74,0.01,96.6,18.08,51.94,,40.88
"2016-10-14 08:00:00",999.1889,12.74,0.01,96.7,10.53,49.78,,40.2
"2016-10-14 07:00:00",998.8738,12.73,0.05,96.8,19.97,49.92,,39.89
"2016-10-14 06:00:00",997.9284,12.74,0,96.7,2.575,49.11,,39.83
"2016-10-14 05:00:00",997.5503,12.75,0,96.6,3.249,51.81,,40.88
"2016-10-14 04:00:00",997.4242,12.75,0,96,2.845,51.81,,41.06
"2016-10-14 03:00:00",997.5503,12.76,0,95.7,10.13,56.19,,41.37
"2016-10-14 02:00:00",997.2969,12.76,0.02,95.2,8.65,55.38,,41.8
"2016-10-14 01:00:00",996.7938,12.77,0.16,93.6,21.59,55.79,,42.54
"2016-10-14 00:00:00",995.2184,12.77,0.14,97.9,3.249,53.97,,41.99
"2016-10-13 23:00:00",995.2814,12.78,0.15,97.9,2.98,50.12,,42.23
"2016-10-13 22:00:00",996.5419,12.78,0.21,98,4.193,47.09,,41.8
"2016-10-13 21:00:00",994.2729,12.79,0.07,98,15.25,46.01,,41.19
"2016-10-13 20:00:00",996.2898,12.79,0.25,97.8,3.654,45.6,,40.69
"2016-10-13 19:00:00",997.8024,12.8,0.17,97.6,3.047,42.77,,39.77
"2016-10-13 18:00:00",999.8192,12.8,0.09,97.3,15.93,38.39,,39.52
"2016-10-13 17:00:00",1001.206,12.81,0.09,97.2,3.789,39,,39.46
"2016-10-13 16:00:00",1002.592,12.82,0.09,97.3,-165.2,40.88,,39.27
"2016-10-13 15:00:00",1004.105,12.82,0.07,97.2,2.98,41.02,,39.34
"2016-10-13 14:00:00",1005.113,12.83,0.07,97.3,4.126,42.91,,39.27
"2016-10-13 13:00:00",1006.626,12.84,0.1,97.4,-165.1,40.14,,39.21
"2016-10-13 12:00:00",1007.634,12.84,0.09,97.4,33.19,42.37,,38.84
"2016-10-13 11:00:00",1008.012,12.84,0.15,97.5,11.75,38.26,,38.53
"2016-10-13 10:00:00",1008.391,12.85,0.15,97.3,-165,30.03,,37.86
"2016-10-13 09:00:00",1008.643,12.85,0.19,97.1,3.115,30.1,,37.67
"2016-10-13 08:00:00",1008.895,12.86,0.15,97.1,2.777,25.98,,37.55
"2016-10-13 07:00:00",1009.273,12.86,0.15,96.9,2.98,28.41,,37.61
"2016-10-13 06:00:00",1009.777,12.87,0.14,96.7,-165.1,29.76,,37.42
"2016-10-13 05:00:00",1010.407,12.88,0.08,96.3,5.002,29.76,,37.24
"2016-10-13 04:00:00",1010.911,12.89,0.14,95.8,2.44,31.71,,37.67
"2016-10-13 03:00:00",1011.416,12.91,0.1,94.9,0.822,29.09,,37.79
"2016-10-13 02:00:00",1011.92,12.92,0.04,94.4,2.845,30.57,,38.16
"2016-10-13 01:00:00",1012.235,12.93,0.02,91.5,9.18,31.51,,38.6
"2016-10-13 00:00:00",1013.054,12.94,0.01,88.7,1.766,33.27,,39.52
"2016-10-12 23:00:00",1013.937,12.96,0,82.1,3.721,37.72,,40.2
"2016-10-12 22:00:00",1014.693,12.97,0,79.71,17.95,36.7,,40.82
"2016-10-12 21:00:00",1014.882,12.99,0,75.63,206.7,41.36,,41.31
"2016-10-12 20:00:00",1015.071,13.01,0,72.89,18.49,45.27,,41.74
"2016-10-12 19:00:00",1015.197,13.03,0,71.04,18.49,48.98,,42.3
"2016-10-12 18:00:00",1015.449,13.07,0,71.9,20.11,60.91,,42.79
"2016-10-12 17:00:00",1015.911,13.18,0,66.51,-0.784,70.62,,44.32
"2016-10-12 16:00:00",1016.089,13.65,0,57.53,4.498,88.1,,46.66
"2016-10-12 15:00:00",1016.405,14.07,0,46.47,18.52,96,,50.91
"2016-10-12 14:00:00",1016.972,14.15,0,47.23,-165.4,94.5,,51.16
"2016-10-12 13:00:00",1017.665,14.33,0,45.19,0,0,,51.07
"2016-10-12 12:00:00",1018.047,14.34,0,50.29,0,0,,49.22
"2016-10-12 11:00:00",1018.925,14.19,0,57.07,0,0,,45.52
"2016-10-12 10:00:00",1019.177,13.85,0,65.46,0,0,,40.71
"2016-10-12 09:00:00",1019.941,13.27,0,74.2,0,0,,38.92
"2016-10-12 08:00:00",1020.972,12.88,0,95.9,0,0,,30.37
"2016-10-12 07:00:00",1021.043,12.87,0,96.4,0,0,,26.8
"2016-10-12 06:00:00",1021.289,12.87,0,96.2,0,0,,26.98
"2016-10-12 05:00:00",1021.284,12.88,0,96.5,0,0,,27.11
"2016-10-12 04:00:00",1021.284,12.89,0,96.3,0,0,,27.85
"2016-10-12 03:00:00",1021.421,12.9,0,96.3,0,0,,27.66
"2016-10-12 02:00:00",1022.162,12.92,0,95.6,0,0,,28.03
"2016-10-12 01:00:00",1022.666,12.93,0,95.5,0,0,,29.08
"2016-10-12 00:00:00",1022.804,12.95,0,94.9,0,0,,29.82
"2016-10-11 23:00:00",1022.909,12.96,0,94.6,0,0,,30.56
"2016-10-11 22:00:00",1022.924,12.98,0,93.8,0,0,,30.62
"2016-10-11 21:00:00",1022.524,13,0,92.8,0,0,,31.6
"2016-10-11 20:00:00",1022.527,13.02,0,90,0,0,,32.9
"2016-10-11 19:00:00",1022.508,13.05,0,87,0,0,,34.68
"2016-10-11 18:00:00",1022.382,13.09,0,80.5,0,0,,38.07
"2016-10-11 17:00:00",1021.973,13.32,0,65.78,0,0,,41.95
"2016-10-11 16:00:00",1021.698,13.79,0,46.7,0,0,,48.41
"2016-10-11 15:00:00",1021.95,13.87,0,38.51,0,0,,50.88
"2016-10-11 14:00:00",1022.076,13.93,0,39.78,0,0,,50.51
"2016-10-11 13:00:00",1022.202,13.96,0,41.63,0,0,,50.14
"2016-10-11 12:00:00",1022.46,13.96,0,45.39,0,0,,47.68
"2016-10-11 11:00:00",1022.454,13.88,0,45.6,0,0,,46.75
"2016-10-11 10:00:00",1022.958,13.66,0,50.77,0,0,,45.02
"2016-10-11 09:00:00",1023.091,13.17,0,69.37,0,0,,40.65
"2016-10-11 08:00:00",1022.791,12.8,0,97.5,0,0,,32.84
"2016-10-11 07:00:00",1022.299,12.8,0,97.5,0,0,,30.07
"2016-10-11 06:00:00",1021.922,12.82,0,97.4,0,0,,30.13
"2016-10-11 05:00:00",1021.284,12.83,0,97.2,0,0,,30.62
"2016-10-11 04:00:00",1020.519,12.85,0,96.9,0,0,,31.23
"2016-10-11 03:00:00",1020.38,12.86,0,96.6,0,0,,32.09
"2016-10-11 02:00:00",1020.181,12.88,0,96.2,0,0,,33.2
"2016-10-11 01:00:00",1019.735,12.89,0,96.1,0,0,,35.36
"2016-10-11 00:00:00",1019.168,12.91,0,95.7,0,0,,36.16
"2016-10-10 23:00:00",1018.986,12.93,0,95.6,0,0,,35.98
"2016-10-10 22:00:00",1018.601,12.95,0,94.9,0,0,,34.56
"2016-10-10 21:00:00",1018.222,12.97,0,92.9,0,0,,38.07
"2016-10-10 20:00:00",1017.97,12.99,0,92.8,0,0,,39.43
"2016-10-10 19:00:00",1017.718,13.02,0,91.8,0,0,,39.55
"2016-10-10 18:00:00",1017.34,13.07,0,91.1,0,0,,40.35
"2016-10-10 17:00:00",1016.933,13.24,0,88.1,0,0,,42.01
"2016-10-10 16:00:00",1016.604,13.64,0,76.56,0,0,,45.58
"2016-10-10 15:00:00",1016.556,13.43,0,71.32,0,0,,46.94
"2016-10-10 14:00:00",1016.531,13.7,0,70.39,0,0,,45.76
"2016-10-10 13:00:00",1016.66,13.77,0,62.55,0,0,,49.89
"2016-10-10 12:00:00",1016.909,13.67,0,64.74,0,0,,48.23
"2016-10-10 11:00:00",1017.287,13.56,0,84.1,0,0,,44.47
"2016-10-10 10:00:00",1017.526,13.09,0,93.2,0,0,,41.77
"2016-10-10 09:00:00",1017.718,12.7,0,95.2,0,0,,39
"2016-10-10 08:00:00",1017.214,12.66,0,95.8,0,0,,38.07
"2016-10-10 07:00:00",1016.71,12.65,0.01,96.4,0,0,,37.64
"2016-10-10 06:00:00",1016.584,12.65,0,96.5,0,0,,38.01
"2016-10-10 05:00:00",1016.332,12.65,0.02,96.3,0,0,,37.89
"2016-10-10 04:00:00",1015.575,12.65,0.04,96.5,0,0,,38.2
"2016-10-10 03:00:00",1014.945,12.65,0.02,96.5,0,0,,38.5
"2016-10-10 02:00:00",1014.693,12.65,0.04,96.4,0,0,,38.81
"2016-10-10 01:00:00",1014.189,12.65,0,96.4,0,0,,38.81
"2016-10-10 00:00:00",1013.558,12.66,0.03,96.3,0,0,,39.3
"2016-10-09 23:00:00",1013.306,12.66,0.01,96.4,0,0,,39
"2016-10-09 22:00:00",1013.054,12.66,0.01,96.5,0,0,,38.93
"2016-10-09 21:00:00",1013.054,12.67,0.1,96.2,0,0,,38.5
"2016-10-09 20:00:00",1013.558,12.69,0.08,96,0,0,,39
"2016-10-09 19:00:00",1013.685,12.72,0.1,95.1,0,0,,38.63
"2016-10-09 18:00:00",1014.441,12.77,0.16,94.6,0,0,,40.78
"2016-10-09 17:00:00",1014.693,12.85,0,91,0,0,,43.56
"2016-10-09 16:00:00",1015.067,12.94,0,90.8,0,0,,44.79
"2016-10-09 15:00:00",1014.939,13.05,0,90.8,0,0,,46.27
"2016-10-09 14:00:00",1014.857,13.12,0,88.4,0,0,,47.19
"2016-10-09 13:00:00",1015.412,13.2,0,87.1,0,0,,47.68
"2016-10-09 12:00:00",1015.712,13.28,0,84.8,0,0,,48.6
"2016-10-09 11:00:00",1015.903,13.38,0,90.2,0,0,,47.68
"2016-10-09 10:00:00",1016.037,13.17,0,94.4,0,0,,46.01
"2016-10-09 09:00:00",1015.948,12.88,0,95.8,0,0,,45.1
"2016-10-09 08:00:00",1015.701,12.72,0,97.2,0,0,,43.56
"2016-10-09 07:00:00",1015.449,12.68,0,97.4,0,0,,42.45
"2016-10-09 06:00:00",1015.323,12.68,0,97.2,0,0,,43
"2016-10-09 05:00:00",1014.693,12.68,0,97.4,0,0,,44.11
"2016-10-09 04:00:00",1014.063,12.69,0,97.2,0,0,,44.11
"2016-10-09 03:00:00",1013.555,12.69,0.04,97,0,0,,44.48
"2016-10-09 02:00:00",1013.022,12.69,0.15,97,0,0,,46.57
"2016-10-09 01:00:00",1012.143,12.69,0.08,97.5,0,0,,51.07
"2016-10-09 00:00:00",1012.135,12.69,0.08,97.4,0,0,,50.76
"2016-10-08 23:00:00",1012.263,12.69,0.17,96.9,0,0,,51.01
"2016-10-08 22:00:00",1012.388,12.69,0.21,95.7,0,0,,51.13
"2016-10-08 21:00:00",1012.375,12.69,0.19,96.6,0,0,,51.13
"2016-10-08 20:00:00",1012.316,12.68,0.17,96.6,0,0,,51.31
"2016-10-08 19:00:00",1012.126,12.68,0.14,96.6,0,0,,51.44
"2016-10-08 18:00:00",1012.373,12.68,0.2,94.7,0,0,,52.24
"2016-10-08 17:00:00",1012.121,12.68,0.15,94.2,0,0,,52.11
"2016-10-08 16:00:00",1012.629,12.68,0.16,95.5,0,0,,51.99
"2016-10-08 15:00:00",1012.759,12.69,0.13,96.3,0,0,,50.33
"2016-10-08 14:00:00",1013.023,12.7,0.1,96.9,0,0,,48.05
"2016-10-08 13:00:00",1013.534,12.78,0,96.1,0,0,,47.68
"2016-10-08 12:00:00",1014.181,12.8,0,95.5,0,0,,47.13
"2016-10-08 11:00:00",1014.882,12.71,0,96.4,0,0,,45.04
"2016-10-08 10:00:00",1015.323,12.71,0,96.5,0,0,,44.05
"2016-10-08 09:00:00",1015.701,12.68,0,97,0,0,,42.82
"2016-10-08 08:00:00",1015.953,12.67,0,97,0,0,,41.83
"2016-10-08 07:00:00",1016.079,12.66,0,97.2,0,0,,41.71
"2016-10-08 06:00:00",1016.332,12.66,0.02,97.2,0,0,,41.52
"2016-10-08 05:00:00",1016.71,12.67,0.06,97.2,0,0,,41.46
"2016-10-08 04:00:00",1016.899,12.67,0.21,97.2,0,0,,41.34
"2016-10-08 03:00:00",1017.34,12.67,0.14,97,0,0,,41.52
"2016-10-08 02:00:00",1017.718,12.67,0.13,96.6,0,0,,41.89
"2016-10-08 01:00:00",1017.97,12.67,0.02,96.6,0,0,,42.39
"2016-10-08 00:00:00",1018.222,12.67,0.01,96.3,0,0,,42.45
"2016-10-07 23:00:00",1018.474,12.67,0.02,96.3,0,0,,42.2
"2016-10-07 22:00:00",1018.726,12.67,0.01,95.6,0,0,,42.63
"2016-10-07 21:00:00",1019.231,12.67,0.01,94.9,0,0,,42.82
"2016-10-07 20:00:00",1019.105,12.67,0,94.8,0,0,,42.51
"2016-10-07 19:00:00",1019.105,12.68,0,94.3,0,0,,42.76
"2016-10-07 18:00:00",1019.23,12.72,0,93.6,0,0,,43.25
"2016-10-07 17:00:00",1018.723,12.9,0,90.8,0,0,,45.16
"2016-10-07 16:00:00",1018.707,13.07,0,81.4,0,0,,46.45
"2016-10-07 15:00:00",1018.468,12.95,0,73.76,0,0,,46.7
"2016-10-07 14:00:00",1018.216,12.85,0,92.6,0,0,,45.04
"2016-10-07 13:00:00",1017.718,12.78,0,93.7,0,0,,44.98
"2016-10-07 12:00:00",1017.587,12.78,0.01,96,0,0,,45.41
"2016-10-07 11:00:00",1016.962,12.81,0,95.5,0,0,,44.98
"2016-10-07 10:00:00",1016.332,12.75,0.01,95.5,0,0,,43.93
"2016-10-07 09:00:00",1015.701,12.71,0.01,95.6,0,0,,44.18
"2016-10-07 08:00:00",1014.693,12.69,0.03,96.6,0,0,,43.68
"2016-10-07 07:00:00",1013.937,12.68,0.03,96,0,0,,43.68
"2016-10-07 06:00:00",1013.18,12.68,0.03,96.4,0,0,,44.42
"2016-10-07 05:00:00",1012.55,12.68,0.04,94.9,0,0,,45.53
"2016-10-07 04:00:00",1012.298,12.68,0.15,97.1,0,0,,42.82
"2016-10-07 03:00:00",1012.046,12.68,0.2,97.4,0,0,,42.88
"2016-10-07 02:00:00",1012.298,12.68,0.24,97.2,0,0,,42.88
"2016-10-07 01:00:00",1012.298,12.68,0.31,96.9,0,0,,42.33
"2016-10-07 00:00:00",1012.172,12.68,0.16,96.4,0,0,,42.88
"2016-10-06 23:00:00",1012.424,12.68,0.06,96.1,0,0,,43.56
"2016-10-06 22:00:00",1013.306,12.68,0.04,96.1,0,0,,44.3
"2016-10-06 21:00:00",1014.189,12.69,0.01,96,0,0,,44.67
"2016-10-06 20:00:00",1014.567,12.69,0,95.9,0,0,,44.73
"2016-10-06 19:00:00",1015.323,12.69,0,95.4,0,0,,45.04
"2016-10-06 18:00:00",1016.079,12.7,0,95.6,0,0,,45.78
"2016-10-06 17:00:00",1016.829,12.76,0,94.1,0,0,,46.58
"2016-10-06 16:00:00",1017.33,12.84,0,92.4,0,0,,47.5
"2016-10-06 15:00:00",1017.963,12.88,0.02,93,0,0,,47.01
"2016-10-06 14:00:00",1018.832,13.02,0.02,92.1,0,0,,46.88
"2016-10-06 13:00:00",1019.081,13.1,0,89.4,0,0,,48.24
"2016-10-06 12:00:00",1019.71,12.96,0.02,94.2,0,0,,47.37
"2016-10-06 11:00:00",1019.964,12.94,0,92.8,0,0,,46.88
"2016-10-06 10:00:00",1019.987,12.83,0,94.5,0,0,,47.07
"2016-10-06 09:00:00",1019.987,12.75,0,93.5,0,0,,45.78
"2016-10-06 08:00:00",1019.861,12.7,0.02,95.9,0,0,,44.42
"2016-10-06 07:00:00",1019.735,12.69,0,94.3,0,0,,44.05
"2016-10-06 06:00:00",1019.231,12.69,0.06,95.6,0,0,,44.05
"2016-10-06 05:00:00",1018.853,12.69,0,96.7,0,0,,44.05
"2016-10-06 04:00:00",1018.726,12.7,0.02,96.7,0,0,,43.81
"2016-10-06 03:00:00",1018.726,12.73,0,96.7,0,0,,43.56
"2016-10-06 02:00:00",1018.726,12.76,0.01,96.6,0,0,,43.44
"2016-10-06 01:00:00",1018.474,12.81,0,96.5,0,0,,43.31
"2016-10-06 00:00:00",1018.537,12.85,0,96.4,0,0,,43.5
"2016-10-05 23:00:00",1018.222,12.88,0,96.2,0,0,,44.55
"2016-10-05 22:00:00",1017.844,12.91,0.01,96,0,0,,45.04
"2016-10-05 21:00:00",1017.466,12.94,0.04,95.9,0,0,,44.98
"2016-10-05 20:00:00",1017.214,12.97,0,94.9,0,0,,44.73
"2016-10-05 19:00:00",1016.709,13.01,0.02,93.3,0,0,,45.78
"2016-10-05 18:00:00",1016.071,13.09,0,91.5,0,0,,47.01
"2016-10-05 17:00:00",1015.341,13.33,0.01,87.2,0,0,,49.03
"2016-10-05 16:00:00",1014.906,13.5,0,77.83,0,0,,51.99
"2016-10-05 15:00:00",1014.514,13.65,0,67.62,0,0,,52.91
"2016-10-05 14:00:00",1014.388,13.73,0,69.4,0,0,,53.28
"2016-10-05 13:00:00",1014.136,13.65,0,67.65,0,0,,54.64
"2016-10-05 12:00:00",1014.538,13.36,0,81.5,0,0,,48.36
"2016-10-05 11:00:00",1014.189,12.92,0,91.4,0,0,,46.33
"2016-10-05 10:00:00",1014.189,12.78,0,94.6,0,0,,43.13
"2016-10-05 09:00:00",1013.811,12.72,0,95.5,0,0,,41.77
"2016-10-05 08:00:00",1013.432,12.7,0,96.2,0,0,,40.91
"2016-10-05 07:00:00",1013.054,12.68,0,96.6,0,0,,40.29
"2016-10-05 06:00:00",1012.928,12.68,0,96.5,0,0,,40.66
"2016-10-05 05:00:00",1012.928,12.68,0,96.6,0,0,,40.85
"2016-10-05 04:00:00",1012.55,12.68,0,96.6,0,0,,41.09
"2016-10-05 03:00:00",1012.676,12.68,0,96.9,0,0,,41.03
"2016-10-05 02:00:00",1012.676,12.68,0.01,96.8,0,0,,41.22
"2016-10-05 01:00:00",1012.928,12.68,0,96.6,0,0,,41.4
"2016-10-05 00:00:00",1012.928,12.68,0,96.7,0,0,,41.89
"2016-10-04 23:00:00",1013.054,12.68,0,96.6,0,0,,41.52
"2016-10-04 22:00:00",1013.054,12.69,0,96.7,0,0,,41.09
"2016-10-04 21:00:00",1013.18,12.69,0,96.4,0,0,,41.65
"2016-10-04 20:00:00",1013.054,12.69,0.01,96.6,0,0,,42.51
"2016-10-04 19:00:00",1012.928,12.69,0.04,96,0,0,,42.57
"2016-10-04 18:00:00",1012.676,12.7,0.01,95.6,0,0,,43
"2016-10-04 17:00:00",1012.928,12.72,0.05,95.3,0,0,,44.3
"2016-10-04 16:00:00",1012.421,12.78,0.04,93.9,0,0,,44.91
"2016-10-04 15:00:00",1012.726,12.86,0.02,89.7,0,0,,45.16
"2016-10-04 14:00:00",1012.651,12.95,0.01,91.5,0,0,,46.76
"2016-10-04 13:00:00",1012.783,13.03,0,88.3,0,0,,47.38
"2016-10-04 12:00:00",1012.923,12.95,0.01,90.3,0,0,,46.27
"2016-10-04 11:00:00",1012.671,12.9,0,90,0,0,,46.76
"2016-10-04 10:00:00",1012.928,12.85,0,92.5,0,0,,45.35
"2016-10-04 09:00:00",1012.55,12.77,0.02,94.2,0,0,,44.73
"2016-10-04 08:00:00",1012.298,12.72,0.01,95.7,0,0,,43.81
"2016-10-04 07:00:00",1012.046,12.69,0.01,96.3,0,0,,42.33
"2016-10-04 06:00:00",1011.92,12.69,0.01,96.3,0,0,,41.77
"2016-10-04 05:00:00",1011.794,12.69,0.02,95.9,0,0,,41.96
"2016-10-04 04:00:00",1011.668,12.7,0.01,96.1,0,0,,42.7
"2016-10-04 03:00:00",1011.542,12.7,0,95.8,0,0,,42.26
"2016-10-04 02:00:00",1011.416,12.7,0.01,95.1,0,0,,42.14
"2016-10-04 01:00:00",1011.542,12.72,0.01,95,0,0,,42.2
"2016-10-04 00:00:00",1011.542,12.74,0.01,93.9,0,0,,41.89
"2016-10-03 23:00:00",1011.668,12.78,0,92.8,0,0,,41.4
"2016-10-03 22:00:00",1011.92,12.83,0,92.9,0,0,,40.91
"2016-10-03 21:00:00",1011.668,12.87,0,92.3,0,0,,40.91
"2016-10-03 20:00:00",1011.794,12.91,0,92.2,0,0,,41.15
"2016-10-03 19:00:00",1011.92,12.95,0,89.4,0,0,,41.89
"2016-10-03 18:00:00",1012.172,13.02,0,86.5,0,0,,43.99
"2016-10-03 17:00:00",1012.424,13.16,0,82.4,0,0,,45.41
"2016-10-03 16:00:00",1012.676,13.26,0,77.02,0,0,,46.46
"2016-10-03 15:00:00",1012.674,13.41,0,78.21,0,0,,46.89
"2016-10-03 14:00:00",1012.798,13.48,0,75.47,0,0,,48.18
"2016-10-03 13:00:00",1012.886,13.82,0,74.95,0,0,,47.99
"2016-10-03 12:00:00",1013.15,13.74,0,71.19,0,0,,50.21
"2016-10-03 11:00:00",1013.425,13.24,0,77.84,0,0,,48.18
"2016-10-03 10:00:00",1013.811,12.95,0,83.6,0,0,,46.7
"2016-10-03 09:00:00",1013.685,12.8,0,87.7,0,0,,45.22
"2016-10-03 08:00:00",1013.432,12.76,0,92.3,0,0,,43.62
"2016-10-03 07:00:00",1013.432,12.76,0,92.5,0,0,,43.44
