Date/Time (PST),Barometric Pressure  (mb) ,"Precipitation  ("") ",Relative Humidity  (%) ,"24 Hour Snow  ("") ",Temperature  (deg F) 
2016-04-03 12:00:00,1015.694,0.0,28.81,0.025,66.77
2016-04-03 13:00:00,1015.206,0.0,31.68,-0.178,64.8
2016-04-03 14:00:00,1014.702,0.0,35.79,0.427,64.43
2016-04-03 15:00:00,1014.45,0.0,44.19,0.429,61.04
2016-04-03 16:00:00,1014.185,0.0,55.8,0.294,53.27
2016-04-03 17:00:00,1014.57,0.0,74.5,0.294,44.52
2016-04-03 18:00:00,1014.567,0.0,83.0,0.429,40.69
2016-04-03 19:00:00,1014.694,0.0,85.1,0.429,39.27
2016-04-03 20:00:00,1014.954,0.0,88.1,0.429,39.21
2016-04-03 21:00:00,1014.947,0.0,87.9,0.564,38.6
2016-04-03 22:00:00,1016.083,0.0,86.3,0.429,40.14
2016-04-03 23:00:00,1017.34,0.01,90.0,0.699,40.32
2016-04-04 00:00:00,1017.907,0.06,95.4,0.563,37.24
2016-04-04 01:00:00,1017.971,0.07,95.2,0.497,36.13
2016-04-04 02:00:00,1017.592,0.05,96.9,0.494,35.39
2016-04-04 03:00:00,1017.221,0.03,97.1,0.497,35.02
2016-04-04 04:00:00,1017.221,0.03,97.5,0.495,34.77
2016-04-04 05:00:00,1017.973,0.05,97.6,0.495,34.28
2016-04-04 06:00:00,1018.604,0.01,96.5,0.495,34.71
2016-04-04 07:00:00,1018.985,0.05,95.9,0.429,35.02
2016-04-04 08:00:00,1019.866,0.05,96.3,0.294,34.4
2016-04-04 09:00:00,1020.743,0.03,95.1,0.497,35.14
2016-04-04 10:00:00,1021.374,0.05,93.4,0.429,36.07
2016-04-04 11:00:00,1021.689,0.05,86.2,0.294,39.89
2016-04-04 12:00:00,1022.256,0.0,86.8,0.294,37.42
2016-04-04 13:00:00,1022.382,0.01,90.9,0.429,37.49
2016-04-04 14:00:00,1023.264,0.02,88.2,0.497,36.93
2016-04-04 15:00:00,1023.769,0.03,84.1,0.497,37.24
2016-04-04 16:00:00,1024.147,0.01,82.3,0.497,37.05
2016-04-04 17:00:00,1024.399,0.0,77.44,0.497,37.12
2016-04-04 18:00:00,1024.651,0.0,71.21,0.564,37.24
2016-04-04 19:00:00,1025.785,0.0,77.17,0.497,36.19
2016-04-04 20:00:00,1026.416,0.0,87.4,0.497,34.59
2016-04-04 21:00:00,1026.673,0.03,85.4,0.564,33.97
2016-04-04 22:00:00,1027.3,0.0,78.61,0.497,35.14
2016-04-04 23:00:00,1027.551,0.01,93.9,0.429,32.31
2016-04-05 00:00:00,1027.875,0.06,96.0,0.427,31.75
2016-04-05 01:00:00,1028.578,0.03,96.8,0.495,31.82
2016-04-05 02:00:00,1028.704,0.05,97.1,0.495,31.63
2016-04-05 03:00:00,1029.076,0.0,97.3,0.429,31.94
2016-04-05 04:00:00,1029.707,0.01,97.4,0.495,32.06
2016-04-05 05:00:00,1029.893,0.03,97.4,0.428,31.94
2016-04-05 06:00:00,1029.823,0.02,96.8,0.427,33.97
2016-04-05 07:00:00,1030.449,0.0,94.7,0.429,35.08
2016-04-05 08:00:00,1031.71,0.0,94.0,0.429,36.38
2016-04-05 09:00:00,1031.962,0.01,88.1,0.227,39.89
2016-04-05 10:00:00,1031.709,0.01,90.2,0.294,39.4
2016-04-05 11:00:00,1031.835,0.01,87.5,0.294,39.03
2016-04-05 12:00:00,1032.333,0.02,91.4,0.429,39.33
2016-04-05 13:00:00,1032.444,0.01,91.8,0.296,39.52
2016-04-05 14:00:00,1032.071,0.01,93.0,0.229,40.63
2016-04-05 15:00:00,1031.073,0.01,91.6,0.431,40.01
2016-04-05 16:00:00,1030.827,0.0,94.0,0.429,37.98
2016-04-05 17:00:00,1030.512,0.0,94.9,0.429,37.24
2016-04-05 18:00:00,1030.197,0.0,96.1,0.429,34.1
2016-04-05 19:00:00,1030.703,0.0,97.0,0.497,32.18
2016-04-05 20:00:00,1030.464,0.0,97.4,0.496,31.45
2016-04-05 21:00:00,1030.462,0.0,97.7,0.494,31.08
2016-04-05 22:00:00,1030.607,0.0,98.0,0.493,31.14
2016-04-05 23:00:00,1030.351,0.0,97.9,0.493,30.77
2016-04-06 00:00:00,1030.104,0.0,98.2,28.75,31.08
2016-04-06 01:00:00,1029.84,0.0,98.1,29.02,32.44
2016-04-06 02:00:00,1029.455,0.0,98.2,29.02,31.69
2016-04-06 03:00:00,1029.33,0.0,98.2,29.02,32.0
2016-04-06 04:00:00,1029.203,0.0,98.3,29.02,30.28
2016-04-06 05:00:00,1029.359,0.0,98.6,29.22,29.97
2016-04-06 06:00:00,1029.469,0.0,98.1,29.22,31.08
2016-04-06 07:00:00,1029.567,0.0,95.9,28.95,35.45
2016-04-06 08:00:00,1029.385,0.0,72.4,0.032,47.46
2016-04-06 09:00:00,1029.007,0.0,57.5,0.032,54.98
2016-04-06 10:00:00,1028.503,0.0,40.79,-0.237,58.55
2016-04-06 11:00:00,1028.13,0.0,36.2,-0.172,61.7
2016-04-06 12:00:00,1027.377,0.0,37.6,-0.103,67.13
2016-04-06 13:00:00,1026.527,0.0,35.96,0.163,65.6
2016-04-06 14:00:00,1025.664,0.0,41.14,-0.112,62.83
2016-04-06 15:00:00,1025.044,0.0,48.37,0.02,59.07
2016-04-06 16:00:00,1024.769,0.0,58.19,0.227,52.03
2016-04-06 17:00:00,1024.778,0.0,75.49,0.496,43.84
2016-04-06 18:00:00,1024.715,0.0,84.8,0.429,40.2
2016-04-06 19:00:00,1025.029,0.0,88.4,0.564,38.6
2016-04-06 20:00:00,1024.78,0.0,87.9,0.496,37.8
2016-04-06 21:00:00,1024.033,0.0,81.5,0.496,37.12
2016-04-06 22:00:00,1024.155,0.0,79.26,0.496,36.01
2016-04-06 23:00:00,1023.918,0.0,80.6,0.493,35.89
2016-04-07 00:00:00,1024.042,0.0,87.7,0.56,34.9
2016-04-07 01:00:00,1023.286,0.0,90.0,0.493,34.66
2016-04-07 02:00:00,1022.911,0.0,92.3,0.491,34.1
2016-04-07 03:00:00,1022.532,0.0,92.8,0.626,33.73
2016-04-07 04:00:00,1022.658,0.0,94.5,0.424,33.18
2016-04-07 05:00:00,1022.534,0.0,94.6,0.424,33.73
2016-04-07 06:00:00,1022.384,0.0,91.7,0.426,36.01
2016-04-07 07:00:00,1022.13,0.0,80.0,0.294,41.19
2016-04-07 08:00:00,1021.698,0.0,47.98,0.235,57.32
2016-04-07 09:00:00,1021.068,0.0,46.61,0.167,59.11
2016-04-07 10:00:00,1020.568,0.0,41.3,0.167,61.45
2016-04-07 11:00:00,1019.95,0.0,32.57,0.234,65.09
2016-04-07 12:00:00,1019.45,0.0,27.6,0.231,66.88
2016-04-07 13:00:00,1018.451,0.0,27.5,0.435,67.2
2016-04-07 14:00:00,1017.979,0.0,23.94,0.158,67.7
2016-04-07 15:00:00,1017.305,0.0,26.14,0.221,66.78
2016-04-07 16:00:00,1017.252,0.0,35.56,16.88,60.56
2016-04-07 17:00:00,1017.215,0.0,57.68,0.631,47.84
2016-04-07 18:00:00,1017.724,0.0,68.33,0.63,43.22
2016-04-07 19:00:00,1017.913,0.0,72.65,0.563,40.94
2016-04-07 20:00:00,1018.227,0.0,75.46,0.564,40.26
2016-04-07 21:00:00,1018.611,0.0,80.1,0.562,38.84
2016-04-07 22:00:00,1018.614,0.0,84.5,0.697,37.49
2016-04-07 23:00:00,1018.498,0.0,86.1,0.694,37.0
2016-04-08 00:00:00,1017.859,0.0,86.7,0.561,36.19
2016-04-08 01:00:00,1017.485,0.0,86.8,0.765,35.76
2016-04-08 02:00:00,1017.106,0.0,88.2,0.697,35.27
2016-04-08 03:00:00,1016.915,0.0,88.1,0.562,35.46
2016-04-08 04:00:00,1016.485,0.0,89.7,0.561,34.53
2016-04-08 05:00:00,1016.348,0.0,90.1,0.561,35.15
2016-04-08 06:00:00,1016.273,0.0,86.3,0.496,37.24
2016-04-08 07:00:00,1015.891,0.0,69.26,0.294,44.88
2016-04-08 08:00:00,1015.459,0.0,46.34,0.167,57.32
2016-04-08 09:00:00,1015.021,0.0,39.59,-0.171,62.81
2016-04-08 10:00:00,1014.45,0.0,28.94,-0.246,68.87
2016-04-08 11:00:00,1013.917,0.0,28.19,-0.32,70.24
2016-04-08 12:00:00,1013.107,0.0,25.93,0.084,73.64
2016-04-08 13:00:00,1012.603,0.0,30.59,0.219,71.05
2016-04-08 14:00:00,1012.224,0.0,27.0,0.219,71.48
2016-04-08 15:00:00,1011.972,0.0,43.88,-0.051,60.69
2016-04-08 16:00:00,1011.972,0.0,52.62,0.422,57.17
2016-04-08 17:00:00,1011.673,0.0,70.73,0.495,46.3
2016-04-08 18:00:00,1012.307,0.0,79.67,0.292,43.22
2016-04-08 19:00:00,1012.509,0.0,85.5,0.495,40.08
2016-04-08 20:00:00,1012.308,0.0,87.0,0.494,39.21
2016-04-08 21:00:00,1012.189,0.0,89.6,0.494,38.05
2016-04-08 22:00:00,1012.007,0.0,90.3,0.493,37.43
2016-04-08 23:00:00,1011.938,0.0,92.2,0.493,36.94
2016-04-09 00:00:00,1011.699,0.0,89.1,0.494,36.82
2016-04-09 01:00:00,1011.7,0.0,91.6,0.491,36.63
2016-04-09 02:00:00,1011.559,0.0,91.8,0.492,35.52
2016-04-09 03:00:00,1011.177,0.0,93.6,0.425,34.96
2016-04-09 04:00:00,1011.318,0.0,93.8,0.491,34.66
2016-04-09 05:00:00,1011.188,0.0,93.9,0.493,34.84
2016-04-09 06:00:00,1011.44,0.0,93.7,0.493,36.44
2016-04-09 07:00:00,1011.29,0.0,77.65,0.294,43.4
2016-04-09 08:00:00,1011.111,0.0,50.31,0.032,57.08
2016-04-09 09:00:00,1011.051,0.0,55.62,-0.17,54.8
2016-04-09 10:00:00,1010.766,0.0,48.81,-0.042,58.38
2016-04-09 11:00:00,1010.596,0.0,43.64,0.227,60.24
2016-04-09 12:00:00,1010.286,0.0,44.94,0.363,59.87
2016-04-09 13:00:00,1010.156,0.0,47.03,0.229,60.42
2016-04-09 14:00:00,1009.782,0.0,44.8,0.429,59.99
2016-04-09 15:00:00,1009.78,0.0,47.75,0.428,58.94
2016-04-09 16:00:00,1009.845,0.0,55.32,0.427,55.68
2016-04-09 17:00:00,1010.144,0.0,74.26,0.43,44.51
2016-04-09 18:00:00,1010.408,0.0,83.4,0.428,39.89
2016-04-09 19:00:00,1010.801,0.0,89.5,0.427,37.37
2016-04-09 20:00:00,1010.796,0.0,93.5,0.496,35.76
2016-04-09 21:00:00,1010.82,0.0,95.5,0.494,35.34
2016-04-09 22:00:00,1011.188,0.0,95.5,0.425,34.41
2016-04-09 23:00:00,1011.45,0.0,96.4,0.423,33.86
2016-04-10 00:00:00,1011.704,0.0,97.3,29.02,33.24
2016-04-10 01:00:00,1011.841,0.0,97.1,29.02,31.83
2016-04-10 02:00:00,1011.954,0.0,97.2,29.02,31.45
2016-04-10 03:00:00,1012.076,0.0,97.8,29.02,31.39
2016-04-10 04:00:00,1012.213,0.0,97.9,29.22,30.9
2016-04-10 05:00:00,1012.582,0.0,97.9,29.22,31.27
2016-04-10 06:00:00,1012.712,0.0,97.8,29.15,32.5
2016-04-10 07:00:00,1012.739,0.0,90.0,29.02,42.3
2016-04-10 08:00:00,1012.435,0.0,68.56,0.235,47.46
2016-04-10 09:00:00,1012.879,0.0,76.85,0.302,45.67
2016-04-10 10:00:00,1013.012,0.0,74.93,0.032,47.15
2016-04-10 11:00:00,1012.894,0.0,71.96,0.234,48.27
2016-04-10 12:00:00,1012.891,0.0,70.48,0.031,49.31
2016-04-10 13:00:00,1012.373,0.0,65.72,0.031,52.02
2016-04-10 14:00:00,1012.499,0.0,63.53,0.233,52.95
2016-04-10 15:00:00,1012.883,0.0,68.08,0.436,50.3
2016-04-10 16:00:00,1013.42,0.0,71.48,0.499,48.33
2016-04-10 17:00:00,1014.188,0.0,82.5,0.43,42.73
2016-04-10 18:00:00,1014.693,0.0,87.0,0.497,40.08
2016-04-10 19:00:00,1015.197,0.0,87.7,0.429,39.27
2016-04-10 20:00:00,1015.455,0.0,89.5,0.429,38.35
2016-04-10 21:00:00,1015.578,0.0,91.4,0.429,37.98
2016-04-10 22:00:00,1015.954,0.0,92.9,0.496,37.61
2016-04-10 23:00:00,1016.335,0.0,93.5,0.495,36.87
2016-04-11 00:00:00,1016.848,0.0,94.0,0.428,36.87
2016-04-11 01:00:00,1017.215,0.0,94.9,0.428,36.56
2016-04-11 02:00:00,1017.341,0.0,95.5,0.497,36.07
2016-04-11 03:00:00,1017.597,0.0,95.8,0.496,35.95
2016-04-11 04:00:00,1017.53,0.0,96.2,0.495,35.76
2016-04-11 05:00:00,1017.783,0.0,96.0,0.497,35.58
2016-04-11 06:00:00,1018.101,0.0,94.6,0.429,36.87
2016-04-11 07:00:00,1018.096,0.0,82.5,0.294,40.94
2016-04-11 08:00:00,1018.396,0.0,60.8,0.298,47.78
2016-04-11 09:00:00,1018.688,0.0,69.46,0.437,43.09
2016-04-11 10:00:00,1018.55,0.0,63.12,0.032,47.15
2016-04-11 11:00:00,1018.295,0.0,55.51,0.235,49.92
2016-04-11 12:00:00,1018.046,0.0,52.88,0.235,50.6
2016-04-11 13:00:00,1017.542,0.0,53.46,0.302,50.3
2016-04-11 14:00:00,1017.294,0.0,55.07,0.167,50.36
2016-04-11 15:00:00,1017.166,0.0,60.72,0.234,47.52
2016-04-11 16:00:00,1016.928,0.0,65.52,0.302,45.12
2016-04-11 17:00:00,1016.707,0.0,73.54,0.43,41.92
2016-04-11 18:00:00,1016.836,0.0,86.1,0.564,36.75
2016-04-11 19:00:00,1017.088,0.0,91.4,0.564,34.77
2016-04-11 20:00:00,1016.725,0.0,94.2,0.493,33.54
2016-04-11 21:00:00,1016.753,0.0,95.4,0.492,32.32
2016-04-11 22:00:00,1016.871,0.0,96.3,0.628,31.88
2016-04-11 23:00:00,1017.257,0.0,96.1,0.489,33.0
2016-04-12 00:00:00,1017.251,0.0,95.5,0.559,33.86
2016-04-12 01:00:00,1016.986,0.0,94.4,0.492,34.29
2016-04-12 02:00:00,1017.601,0.0,92.6,0.493,35.64
2016-04-12 03:00:00,1017.719,0.0,92.2,0.497,35.14
2016-04-12 04:00:00,1017.345,0.0,89.0,0.495,35.82
2016-04-12 05:00:00,1017.907,0.0,90.5,0.496,36.07
2016-04-12 06:00:00,1018.727,0.0,93.1,0.564,36.56
2016-04-12 07:00:00,1019.105,0.01,94.0,0.429,36.19
2016-04-12 08:00:00,1019.235,0.01,94.9,0.429,37.24
2016-04-12 09:00:00,1019.483,0.01,94.3,0.429,40.26
2016-04-12 10:00:00,1019.483,0.01,90.6,0.429,40.57
2016-04-12 11:00:00,1019.357,0.01,90.5,0.429,41.19
2016-04-12 12:00:00,1019.483,0.01,88.5,0.429,41.74
2016-04-12 13:00:00,1018.97,0.0,82.9,0.296,45.99
2016-04-12 14:00:00,1018.453,0.0,88.1,0.434,42.97
2016-04-12 15:00:00,1017.549,0.0,83.7,0.234,43.33
2016-04-12 16:00:00,1017.318,0.0,83.1,0.433,42.29
2016-04-12 17:00:00,1017.592,0.05,89.7,0.497,37.61
2016-04-12 18:00:00,1018.348,0.01,94.5,0.497,35.7
2016-04-12 19:00:00,1018.6,0.03,95.5,0.497,34.71
2016-04-12 20:00:00,1018.985,0.08,96.1,0.496,33.11
2016-04-12 21:00:00,1018.743,0.02,96.7,0.492,32.37
2016-04-12 22:00:00,1018.506,0.0,97.0,0.493,32.93
2016-04-12 23:00:00,1018.24,0.0,97.3,0.493,33.11
2016-04-13 00:00:00,1018.233,0.01,97.3,0.561,33.36
2016-04-13 01:00:00,1018.229,0.01,97.3,0.564,33.3
2016-04-13 02:00:00,1018.232,0.03,97.3,0.496,33.17
2016-04-13 03:00:00,1018.491,0.0,97.6,0.495,32.93
2016-04-13 04:00:00,1018.358,0.0,97.6,0.495,32.56
2016-04-13 05:00:00,1018.615,0.01,97.3,0.494,32.5
2016-04-13 06:00:00,1018.233,0.0,96.9,0.428,33.3
2016-04-13 07:00:00,1017.718,0.0,91.2,0.294,44.51
2016-04-13 08:00:00,1016.783,0.0,79.83,0.1,41.79
2016-04-13 09:00:00,1016.531,0.0,42.29,-0.035,49.49
2016-04-13 10:00:00,1016.027,0.0,44.62,-0.035,48.08
2016-04-13 11:00:00,1015.648,0.0,46.44,0.235,44.99
2016-04-13 12:00:00,1014.577,0.0,50.03,0.235,46.16
2016-04-13 13:00:00,1013.128,0.0,50.89,0.302,45.79
2016-04-13 14:00:00,1012.634,0.0,51.54,0.235,47.34
2016-04-13 15:00:00,1011.762,0.0,54.01,0.434,47.16
2016-04-13 16:00:00,1011.409,0.01,81.2,0.501,39.89
2016-04-13 17:00:00,1010.281,0.0,85.5,0.497,39.34
2016-04-13 18:00:00,1009.021,0.0,91.2,0.497,35.45
2016-04-13 19:00:00,1008.398,0.0,93.1,0.631,33.48
2016-04-13 20:00:00,1007.774,0.0,94.5,0.494,33.54
2016-04-13 21:00:00,1007.272,0.0,94.5,0.561,33.98
2016-04-13 22:00:00,1006.642,0.0,94.5,0.563,33.98
2016-04-13 23:00:00,1006.144,0.0,94.7,0.492,34.16
2016-04-14 00:00:00,1006.637,0.0,94.0,0.496,34.47
2016-04-14 01:00:00,1007.389,0.14,95.6,0.427,32.19
2016-04-14 02:00:00,1006.892,0.11,96.7,0.56,31.63
2016-04-14 03:00:00,1006.526,0.06,97.0,0.627,32.01
2016-04-14 04:00:00,1006.275,0.05,97.1,0.558,31.76
2016-04-14 05:00:00,1005.767,0.01,97.2,0.426,32.0
2016-04-14 06:00:00,1005.624,0.01,97.0,0.427,32.12
2016-04-14 07:00:00,1005.746,0.0,94.4,0.429,35.08
2016-04-14 08:00:00,1005.996,0.0,85.9,0.227,40.82
2016-04-14 09:00:00,1006.196,0.0,66.23,-0.17,52.27
2016-04-14 10:00:00,1006.448,0.0,65.24,0.437,48.38
2016-04-14 11:00:00,1006.827,0.0,65.99,0.167,44.5
2016-04-14 12:00:00,1007.346,0.0,61.89,0.165,44.5
2016-04-14 13:00:00,1008.092,0.0,73.56,0.302,40.68
2016-04-14 14:00:00,1008.937,0.0,69.66,0.228,42.47
2016-04-14 15:00:00,1009.647,0.0,78.3,0.497,39.52
2016-04-14 16:00:00,1010.659,0.01,71.69,0.227,42.17
2016-04-14 17:00:00,1011.415,0.0,84.0,0.429,38.47
2016-04-14 18:00:00,1012.676,0.0,90.2,0.497,35.7
2016-04-14 19:00:00,1013.939,0.0,93.4,0.631,33.85
2016-04-14 20:00:00,1014.95,0.0,95.0,0.426,32.37
2016-04-14 21:00:00,1015.847,0.0,95.4,0.495,33.24
2016-04-14 22:00:00,1016.464,0.01,95.7,0.563,34.03
2016-04-14 23:00:00,1017.474,0.01,96.2,0.564,33.91
2016-04-15 00:00:00,1017.979,0.0,96.7,0.428,34.04
2016-04-15 01:00:00,1018.607,0.0,97.0,0.496,34.1
2016-04-15 02:00:00,1019.239,0.0,97.0,0.497,34.65
2016-04-15 03:00:00,1020.239,0.01,97.1,0.496,34.83
2016-04-15 04:00:00,1020.997,0.01,97.4,0.497,34.77
2016-04-15 05:00:00,1021.752,0.03,97.4,0.497,35.2
2016-04-15 06:00:00,1022.382,0.01,97.1,0.429,36.25
2016-04-15 07:00:00,1023.012,0.02,94.4,0.429,36.81
2016-04-15 08:00:00,1023.769,0.0,89.8,0.429,37.98
2016-04-15 09:00:00,1024.273,0.01,85.2,0.294,39.77
2016-04-15 10:00:00,1024.768,0.0,86.9,0.429,40.75
2016-04-15 11:00:00,1025.026,0.01,81.6,0.227,42.36
2016-04-15 12:00:00,1025.27,0.0,76.96,0.435,42.29
2016-04-15 13:00:00,1025.387,0.0,70.59,0.433,44.32
2016-04-15 14:00:00,1025.62,0.0,72.4,0.436,43.76
2016-04-15 15:00:00,1025.756,0.0,72.57,0.301,42.78
2016-04-15 16:00:00,1025.831,0.0,70.18,0.432,42.41
2016-04-15 17:00:00,1025.524,0.0,82.7,0.431,40.38
2016-04-15 18:00:00,1026.037,0.0,90.2,0.497,35.51
2016-04-15 19:00:00,1026.416,0.0,93.5,0.497,34.1
2016-04-15 20:00:00,1026.611,0.0,95.2,0.497,32.93
2016-04-15 21:00:00,1026.302,0.0,96.0,0.563,32.25
2016-04-15 22:00:00,1026.199,0.0,96.3,0.494,30.9
2016-04-15 23:00:00,1026.255,0.0,96.8,0.493,30.4
2016-04-16 00:00:00,1025.952,0.0,97.5,0.492,30.34
2016-04-16 01:00:00,1026.079,0.0,97.8,28.14,30.04
2016-04-16 02:00:00,1026.006,0.0,97.7,28.81,29.72
2016-04-16 03:00:00,1026.079,0.0,97.7,29.02,29.05
2016-04-16 04:00:00,1026.076,0.0,97.7,29.15,28.86
2016-04-16 05:00:00,1026.215,0.0,97.8,28.95,30.28
2016-04-16 06:00:00,1026.205,0.0,97.3,28.81,32.99
2016-04-16 07:00:00,1026.416,0.0,61.76,0.294,45.56
2016-04-16 08:00:00,1026.235,0.0,45.48,0.302,53.38
2016-04-16 09:00:00,1026.109,0.0,41.37,0.235,54.18
2016-04-16 10:00:00,1025.983,0.0,44.52,0.302,54.73
2016-04-16 11:00:00,1025.731,0.0,38.22,0.235,57.88
2016-04-16 12:00:00,1025.353,0.0,30.34,0.235,61.08
2016-04-16 13:00:00,1025.227,0.0,33.56,0.369,61.82
2016-04-16 14:00:00,1025.227,0.0,40.68,0.437,58.92
2016-04-16 15:00:00,1025.227,0.0,41.3,0.437,58.49
2016-04-16 16:00:00,1025.101,0.0,44.83,0.301,56.64
2016-04-16 17:00:00,1025.484,0.0,69.04,0.437,45.67
2016-04-16 18:00:00,1026.037,0.0,80.9,0.429,40.45
2016-04-16 19:00:00,1026.542,0.0,85.8,0.497,38.04
2016-04-16 20:00:00,1026.983,0.0,89.0,0.429,36.93
2016-04-16 21:00:00,1027.313,0.0,91.2,0.496,36.32
2016-04-16 22:00:00,1027.306,0.0,92.4,0.427,35.82
2016-04-16 23:00:00,1027.57,0.0,93.9,0.493,35.46
2016-04-17 00:00:00,1027.312,0.0,95.3,0.494,35.15
2016-04-17 01:00:00,1026.94,0.0,95.8,0.494,34.78
2016-04-17 02:00:00,1026.804,0.0,96.3,0.494,33.91
2016-04-17 03:00:00,1026.888,0.0,97.1,0.424,33.55
2016-04-17 04:00:00,1026.944,0.0,97.5,28.75,32.99
2016-04-17 05:00:00,1027.327,0.0,97.1,28.75,33.12
2016-04-17 06:00:00,1027.053,0.0,96.3,0.428,35.88
2016-04-17 07:00:00,1026.764,0.0,64.35,0.436,48.33
2016-04-17 08:00:00,1026.109,0.0,59.25,0.235,51.4
2016-04-17 09:00:00,1025.731,0.0,36.4,0.167,62.07
2016-04-17 10:00:00,1025.229,0.0,30.89,0.435,62.07
2016-04-17 11:00:00,1024.976,0.0,29.42,0.436,63.18
2016-04-17 12:00:00,1024.728,0.0,28.9,0.369,64.54
2016-04-17 13:00:00,1024.233,0.0,29.8,0.368,65.46
2016-04-17 14:00:00,1023.983,0.0,29.66,0.232,64.29
2016-04-17 15:00:00,1023.516,0.0,29.97,0.432,64.55
2016-04-17 16:00:00,1023.246,0.0,33.15,0.295,61.53
2016-04-17 17:00:00,1023.268,0.0,55.08,0.431,51.36
2016-04-17 18:00:00,1023.771,0.0,70.12,0.429,44.39
2016-04-17 19:00:00,1024.399,0.0,75.18,0.227,42.3
2016-04-17 20:00:00,1024.654,0.0,78.68,0.497,40.75
2016-04-17 21:00:00,1024.651,0.0,78.06,0.497,39.95
2016-04-17 22:00:00,1024.529,0.0,79.57,0.429,39.15
2016-04-17 23:00:00,1024.652,0.0,80.6,0.429,38.35
2016-04-18 00:00:00,1024.531,0.0,81.5,0.429,37.98
2016-04-18 01:00:00,1024.278,0.0,86.0,0.497,37.3
2016-04-18 02:00:00,1024.283,0.0,87.0,0.496,36.5
2016-04-18 03:00:00,1024.466,0.0,88.4,0.497,36.87
2016-04-18 04:00:00,1024.78,0.0,88.7,0.429,36.44
2016-04-18 05:00:00,1024.655,0.0,87.4,0.496,36.81
2016-04-18 06:00:00,1025.03,0.0,81.4,0.497,40.08
2016-04-18 07:00:00,1024.597,0.0,56.37,0.235,52.27
2016-04-18 08:00:00,1024.218,0.0,46.2,0.032,57.94
2016-04-18 09:00:00,1023.78,0.0,34.25,0.03,66.08
2016-04-18 10:00:00,1023.258,0.0,29.7,0.227,68.74
2016-04-18 11:00:00,1022.774,0.0,22.37,0.361,71.96
2016-04-18 12:00:00,1022.286,0.0,19.29,0.019,73.93
2016-04-18 13:00:00,1021.932,0.0,20.08,0.017,73.33
2016-04-18 14:00:00,1021.428,0.0,21.96,0.152,71.35
2016-04-18 15:00:00,1020.923,0.0,26.07,0.354,69.5
2016-04-18 16:00:00,1020.797,0.0,37.75,0.152,60.75
2016-04-18 17:00:00,1020.786,0.0,50.7,0.626,52.11
2016-04-18 18:00:00,1021.252,0.0,66.69,0.495,45.38
2016-04-18 19:00:00,1021.64,0.0,70.39,0.426,43.1
2016-04-18 20:00:00,1021.891,0.0,72.69,0.495,41.37
2016-04-18 21:00:00,1021.896,0.0,72.41,0.562,41.13
2016-04-18 22:00:00,1021.816,0.0,77.86,0.493,39.64
2016-04-18 23:00:00,1021.764,0.0,79.95,0.494,38.85
2016-04-19 00:00:00,1021.526,0.0,81.6,0.563,38.36
2016-04-19 01:00:00,1021.259,0.0,83.2,0.561,37.92
2016-04-19 02:00:00,1021.003,0.0,84.5,0.491,37.12
2016-04-19 03:00:00,1020.825,0.0,86.2,0.631,36.94
2016-04-19 04:00:00,1020.631,0.0,86.1,0.492,36.87
2016-04-19 05:00:00,1020.505,0.0,86.0,0.495,37.49
2016-04-19 06:00:00,1020.365,0.0,74.98,0.429,42.6
2016-04-19 07:00:00,1019.807,0.0,43.97,0.235,58.37
2016-04-19 08:00:00,1019.18,0.0,39.45,0.235,62.62
2016-04-19 09:00:00,1018.629,0.0,32.2,-0.182,68.75
2016-04-19 10:00:00,1018.276,0.0,27.06,0.152,72.83
2016-04-19 11:00:00,1017.772,0.0,24.63,0.084,74.62
2016-04-19 12:00:00,1017.078,0.0,23.09,-0.051,74.56
2016-04-19 13:00:00,1016.385,0.0,24.63,-0.051,74.62
2016-04-19 14:00:00,1015.628,0.0,23.81,0.084,71.66
2016-04-19 15:00:00,1015.25,0.0,33.06,-0.118,66.11
2016-04-19 16:00:00,1014.998,0.0,37.65,0.219,60.93
2016-04-19 17:00:00,1015.25,0.0,54.44,0.624,51.31
2016-04-19 18:00:00,1015.583,0.0,72.41,0.63,45.75
2016-04-19 19:00:00,1015.784,0.0,76.73,0.563,43.97
2016-04-19 20:00:00,1015.932,0.0,79.37,0.493,43.48
2016-04-19 21:00:00,1015.725,0.0,83.7,0.428,41.93
2016-04-19 22:00:00,1015.595,0.0,85.6,0.494,41.07
2016-04-19 23:00:00,1015.469,0.0,84.9,0.423,40.51
2016-04-20 00:00:00,1015.222,0.0,82.5,0.561,39.77
2016-04-20 01:00:00,1014.833,0.0,79.81,0.427,39.22
2016-04-20 02:00:00,1014.956,0.0,79.23,0.49,39.52
2016-04-20 03:00:00,1014.715,0.0,84.9,0.493,38.66
2016-04-20 04:00:00,1014.899,0.0,84.8,0.563,39.34
2016-04-20 05:00:00,1014.962,0.0,85.8,0.562,39.22
2016-04-20 06:00:00,1014.952,0.0,71.62,0.429,45.69
2016-04-20 07:00:00,1014.643,0.0,47.74,0.235,58.06
2016-04-20 08:00:00,1014.305,0.0,40.9,0.43,63.07
2016-04-20 09:00:00,1013.926,0.0,32.31,0.152,69.44
2016-04-20 10:00:00,1013.107,0.0,27.85,0.152,74.19
2016-04-20 11:00:00,1012.729,0.0,27.17,0.152,74.38
2016-04-20 12:00:00,1011.972,0.0,18.67,0.084,77.15
